CODIGO_DA_IES,NOME_DA_IES,SIGLA,ORGANIZACAO_ACADEMICA,MUNICIPIO,UF,SITUACAO_IES
576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Universidade,Juiz de Fora,MG,Ativa
4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,FAIP,Faculdade,Marília,SP,Ativa
23180,Escola Superior de Catalão,,Faculdade,Catalão,GO,Ativa
25277,UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,UFDPAR,Universidade,Parnaíba,PI,Ativa
666,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,UEFS,Universidade,Feira de Santana,BA,Ativa
14220,Faculdade Presidente Antônio Carlos de Piraúba,FUNEES,Faculdade,Piraúba,MG,Extinta
19966,FACULDADE CAPITAL FEDERAL DE ITAPECERICA DA SERRA,FECAF,Faculdade,Itapecerica da Serra,SP,Extinta
22183,Faculdade Pitágoras de Cruz Das Almas,,Faculdade,Cruz das Almas,BA,Extinta
2184,FACULDADE CNEC GRAVATAÍ,null,Faculdade,Gravataí,RS,Ativa
1027,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,UENF,Universidade,Campos dos Goytacazes,RJ,Ativa
23130,Instituto de Desenvolvimento e Aprendizagem - IDEA São Luiz,IDEA São Luiz,Faculdade,São Luís,MA,Ativa
1438,FACULDADES DE CAMPINAS,FACAMP,Faculdade,Campinas,SP,Ativa
5131,FACULDADE SENAC CAÇADOR,SENAC,Faculdade,Caçador,SC,Ativa
3427,Faculdade Dom Pedro II de Sergipe,DP II Sergipe,Faculdade,Lagarto,SE,Ativa
2154,INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS ANÍSIO TEIXEIRA,ISAT,Faculdade,São Gonçalo,RJ,Ativa
1144,FACULDADE DE CIÊNCIAS HUMANAS,IMENSU,Faculdade,Mairiporã,SP,Ativa
3826,FACULDADE DE SALVADOR,null,Faculdade,Salvador,BA,Extinta
1710,FACULDADE ANHANGUERA DE NEGÓCIOS E TECNOLOGIAS DA INFORMAÇÃO,null,Faculdade,Brasília,DF,Ativa
227,UNIVERSIDADE CATÓLICA DE SANTOS,UNISANTOS,Universidade,Santos,SP,Ativa
21940,Faculdade Phorte de Educação e Tecnologia,null,Faculdade,São Paulo,SP,Ativa
24968,Faculdade Pitágoras de Paranaguá,,Faculdade,Paranaguá,PR,Ativa
3242,FACULDADE DE TECNOLOGIA E GESTÃO,FATEG,Faculdade,Cascavel,PR,Extinta
2280,FACULDADE SUPERIOR DE RIBAS DO RIO PARDO,FASURP,Faculdade,Ribas do Rio Pardo,MS,Extinta
21861,FACULDADE UNIVERSO BRASÍLIA,,Faculdade,Brasília,DF,Ativa
22096,FACULDADE SÃO LEOPOLDO MANDIC DE ARARAS,SLMANDIC-ARARAS,Faculdade,Araras,SP,Ativa
126,INSTITUTO NACIONAL DE TELECOMUNICAÇÕES,INATEL,Faculdade,Santa Rita do Sapucaí,MG,Ativa
985,FACULDADE EVANGÉLICA DE RUBIATABA,FER,Faculdade,Rubiataba,GO,Ativa
19914,FACULDADE MASTER,FAC MASTER,Faculdade,Aracaju,SE,Extinta
349,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,UNI-BH,Centro Universitário,Belo Horizonte,MG,Ativa
953,UNIVERSIDADE METROPOLITANA DE SANTOS,UNIMES,Universidade,Santos,SP,Ativa
2771,CENTRO DE ENSINO SUPERIOR DE ILHÉUS,CESUPI,Faculdade,Ilhéus,BA,Ativa
636,ESCOLA SUPERIOR DE PROPAGANDA E MARKETING,ESPM,Faculdade,São Paulo,SP,Ativa
16728,INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS,ITPAC,Faculdade,Palmas,TO,Ativa
23022,Faculdade Cetrus Sanar,CETRUS,Faculdade,São Paulo,SP,Ativa
2301,FACULDADE FIDELIS,FF,Faculdade,Curitiba,PR,Ativa
2186,FACULDADE SALESIANA DOM BOSCO,FSDB,Faculdade,Manaus,AM,Ativa
22660,FACULDADE UNYPUBLICA,,Faculdade,Curitiba,PR,Ativa
721,FACULDADE DE ASSIS,FASS,Faculdade,Assis,SP,Ativa
18679,"FACULDADE DE ADMINISTRAÇÃO, COMÉRCIO E EMPREENDEDORISMO",FACEM,Faculdade,Sidrolândia,MS,Ativa
12723,FACULDADE FINACI,FINACI,Faculdade,São Paulo,SP,Ativa
2049,INSTITUTO DE ESTUDOS SUPERIORES DO MARANHÃO,IESMA,Faculdade,São Luís,MA,Ativa
4362,FACULDADE ANHANGUERA DE BETIM,null,Faculdade,Betim,MG,Ativa
2787,FACULDADES PEQUENO PRÍNCIPE,FPP,Faculdade,Curitiba,PR,Ativa
1992,INSTITUTO DE ENSINO SUPERIOR DE PIEDADE,IESP,Faculdade,Jaboatão dos Guararapes,PE,Extinta
23235,Instituto Universitário São Judas de Guarulhos,,Faculdade,Guarulhos,SP,Ativa
25222,FACULDADE ATENAS PORTO SEGURO,,Faculdade,Porto Seguro,BA,Ativa
21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,Universidade,Porto Alegre,RS,Ativa
569,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Universidade,Belém,PA,Ativa
4859,FACULDADE DE TECNOLOGIA FAESA - UNIDADE GUARAPARI,null,Faculdade,Guarapari,ES,Extinta
416,FACULDADE DE SÃO PAULO,FASP,Faculdade,São Paulo,SP,Ativa
207,CENTRO UNIVERSITÁRIO MOURA LACERDA,CUML,Centro Universitário,Ribeirão Preto,SP,Ativa
492,FACULDADE DE ADMINISTRAÇÃO CIÊNCIAS ECON E CONTÁBEIS DE GUARATINGUETÁ,FACEAG,Faculdade,Guaratinguetá,SP,Ativa
4016,INSTITUTO NACIONAL DE EDUCAÇÃO DE SURDOS,INES,Faculdade,Rio de Janeiro,RJ,Ativa
1881,FACULDADE DA ESCADA,FAESC,Faculdade,Escada,PE,Ativa
4157,FACULDADE METROPOLITANA DE RIO DO SUL,FAMESUL,Faculdade,Rio do Sul,SC,Ativa
22252,FACULDADE UNIBRAS DO PARÁ,FACBRAS,Faculdade,Ourilândia do Norte,PA,Ativa
1558,Faculdade Doctum de João Monlevade,DOCTUM,Faculdade,João Monlevade,MG,Ativa
1813,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",IFPA,"Instituto Federal de Educação, Ciência e Tecnologia",Belém,PA,Ativa
14119,Faculdade Presidente Antônio Carlos de São Francisco,FUNEES São Francisco,Faculdade,São Francisco,MG,Extinta
18800,ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO,ESCOLAMP,Instituição Especialmente Credenciada para oferta de cursos lato sensu,Brasília,DF,Ativa
19312,Faculdade Múltipla,,Faculdade,Teresina,PI,Ativa
13696,FACULDADE IBCMED,IBCMED,Faculdade,Sete Lagoas,MG,Extinta
23438,Faculdade de Tecnologia de Araras,,Faculdade,Araras,SP,Ativa
320,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE TATUÍ,FAFICILE,Faculdade,Tatuí,SP,Extinta
21088,FACULDADE RODOLFO TEÓFILO,FRT,Faculdade,Fortaleza,CE,Ativa
1576,INSTITUTO DE ENSINO SUPERIOR BLAURO CARDOSO DE MATTOS,FASERRA,Faculdade,Serra,ES,Ativa
19298,Faculdade Pitagoras de Eunapolis,FPE,Faculdade,Eunápolis,BA,Ativa
2373,FACULDADES RESENDE DE FREITAS,UESRF,Faculdade,Itaúba,MT,Extinta
21929,Faculdade Doctum da Zona Norte de Juiz de Fora,Doctum,Faculdade,Juiz de Fora,MG,Ativa
3963,INSTITUTO SUPERIOR DE EDUCAÇÃO CARLOS CHAGAS,ISECC,Faculdade,Juiz de Fora,MG,Extinta
19348,Faculdade de Tecnologia Ícone,FACTI,Faculdade,Brasília,DF,Ativa
5288,FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO,null,Faculdade,Ribeirão Preto,SP,Ativa
2169,FACULDADE CENECISTA DE FORTALEZA,FACEFOR,Faculdade,Fortaleza,CE,Extinta
22759,Instituto Una de Itabira,Una,Faculdade,Itabira,MG,Ativa
22453,Faculdade UNÍNTESE,null,Faculdade,Santo Ângelo,RS,Ativa
4358,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,"Instituto Federal de Educação, Ciência e Tecnologia",Pouso Alegre,MG,Ativa
597,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,Universidade,Uberaba,MG,Ativa
19337,FACULDADE UNIFAMETRO MARACANAÚ,null,Faculdade,Maracanaú,CE,Ativa
3947,FACULDADE SENAC CHAPECÓ,SENAC,Faculdade,Chapecó,SC,Ativa
2040,FACULDADE DO FUTURO,FAF,Faculdade,Manhuaçu,MG,Ativa
1319,FACULDADE TECSOMA,FATEC,Faculdade,Paracatu,MG,Ativa
1345,FACULDADE ANHANGUERA DE OSASCO,null,Faculdade,Osasco,SP,Ativa
19635,Faculdade de Ensino Superior Pelegrino Cipriani,FASPEC,Faculdade,Cuiabá,MT,Ativa
483,CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO,UNIMESP,Centro Universitário,Guarulhos,SP,Ativa
25780,Faculdade Nossa Senhora da Conceição,FSC,Faculdade,Aracaju,SE,Ativa
3939,FACULDADE ALIANÇA DE ITABERAI,null,Faculdade,Itaberaí,GO,Ativa
5663,FACULDADE DE VARGEM GRANDE PAULISTA,null,Faculdade,Vargem Grande Paulista,SP,Extinta
3611,FACULDADES INTEGRADAS DA UNIÃO DE ENSINO SUPERIOR CERTO,UNICERTO,Faculdade,Brasília,DF,Extinta
14242,FACULDADE ÚNICA DE TIMÓTEO,FUNIT,Faculdade,Timóteo,MG,Ativa
669,UNIVERSIDADE NILTON LINS,UNINILTONLINS,Universidade,Manaus,AM,Ativa
2647,FACULDADE INTEGRADA DE SANTA MARIA,FISMA,Faculdade,Santa Maria,RS,Ativa
4136,FACULDADE CÂNDIDO RONDON DE RONDONÓPOLIS,FCRROO,Faculdade,Rondonópolis,MT,Extinta
21165,FACULDADE EASE BRASIL,EASE,Faculdade,Fortaleza,CE,Ativa
336,FACULDADE MACHADO SOBRINHO,FMS,Faculdade,Juiz de Fora,MG,Ativa
1565,FACULDADE UNIME DE CIÊNCIAS JURÍDICAS,FCJ,Faculdade,Lauro de Freitas,BA,Ativa
21847,FACULDADE M-EDUCAR,FAMED,Faculdade,Croatá,CE,Ativa
1123,INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE SALVADOR,IESUS,Faculdade,Salvador,BA,Ativa
25722,Faculdade Canadenses no Brasil,,Faculdade,Colatina,ES,Ativa
23264,Faculdade UNA de Conselheiro Lafaiete,,Faculdade,Conselheiro Lafaiete,MG,Ativa
4661,FACULDADE UNIBF,null,Faculdade,Paraíso do Norte,PR,Ativa
14205,Faculdade Presidente Antônio Carlos de Bambuí,FUNEES,Faculdade,Bambuí,MG,Extinta
40,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,Universidade,Salvador,BA,Ativa
1360,iCEV - Instituto de Ensino Superior,null,Faculdade,Teresina,PI,Ativa
4065,FACULDADE DE TECNOLOGIA DO INSTITUTO BANDEIRANTE DE EDUCAÇÃO E CULTURA,IBEC,Faculdade,São Paulo,SP,Extinta
1141,CENTRO UNIVERSITÁRIO GAMA E SOUZA,null,Centro Universitário,Rio de Janeiro,RJ,Ativa
997,Centro Universitário de Bauru,,Centro Universitário,Bauru,SP,Ativa
20291,Faculdade do Vale do Caju,FVC,Faculdade,Pacajus,CE,Ativa
263,FACULDADES INTEGRADAS CAMPOS SALLES,FICS,Faculdade,São Paulo,SP,Ativa
4367,FACULDADE TERRA NORDESTE,FATENE,Faculdade,Caucaia,CE,Ativa
22449,INSTITUTO SUPERIOR DE CIÊNCIAS DA SAÚDE CARLOS CHAGAS,IPGMCC,Faculdade,Rio de Janeiro,RJ,Ativa
2793,FACULDADE UBS,FACULDADE UBS,Faculdade,São Paulo,SP,Ativa
1620,FACULDADE SANTA RITA,FASAR,Faculdade,Novo Horizonte,SP,Ativa
10116,FACULDADE DE TECNOLOGIA SENAI MATO GROSSO,FATEC SENAI MT,Faculdade,Cuiabá,MT,Ativa
2141,FACULDADES BATISTA DO PARANÁ,FABAPAR,Faculdade,Curitiba,PR,Ativa
18675,Faculdade Univeritas Universus Veritas de Campo Grande,null,Faculdade,Campo Grande,MS,Ativa
18681,FACULDADE VERBO EDUCACIONAL,VERBOEDU,Faculdade,Porto Alegre,RS,Ativa
21239,Faculdade Anhanguera de Jaú,FAJ,Faculdade,Jaú,SP,Ativa
25207,FACULDADE NOVE DE JULHO DE BOTUCATU,NOVE-BOTUCATU,Faculdade,Botucatu,SP,Ativa
832,FACULDADE ARQUIDIOCESANA DE CURVELO,FAC,Faculdade,Curvelo,MG,Ativa
1734,Centro Universitário Facid Wyden,UNIFACID WYDEN,Centro Universitário,Teresina,PI,Ativa
5394,INSTITUTO DE ENSINO SUPERIOR INTEGRADO-IESI,FENORD,Faculdade,Teófilo Otoni,MG,Ativa
2344,FACULDADE ITEANA DE IBITINGA,FITI,Faculdade,Ibitinga,SP,Extinta
21822,FACULDADE FAVENI GUARULHOS,FAVENI - GUARULHOS,Faculdade,Guarulhos,SP,Ativa
12848,FACULDADE DE TECNOLOGIA SENAC MINAS - UNIDADE BARBACENA,null,Faculdade,Barbacena,MG,Ativa
33,FACULDADE DE TECNOLOGIA DE SOROCABA,FATEC SO,Faculdade,Sorocaba,SP,Ativa
99,FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE,FDCL,Faculdade,Conselheiro Lafaiete,MG,Ativa
3377,FACULDADE MONTESSORIANO DE SALVADOR,FAMA,Faculdade,Salvador,BA,Ativa
2330,Faculdade Cândido Rondon,FCR,Faculdade,Cuiabá,MT,Ativa
1867,FACULDADE SANTOS DUMONT,FSD,Faculdade,Santos Dumont,MG,Ativa
21485,Faculdade de Ensino Paschoal Dantas,FEPD,Faculdade,São Paulo,SP,Ativa
1365,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,Centro Universitário,São Paulo,SP,Ativa
3933,FACULDADE MÉTODO DE SÃO PAULO,FAMESP,Faculdade,São Paulo,SP,Ativa
1100,Centro Universitário Carlos Drummond de Andrade,UniDrummond,Centro Universitário,São Paulo,SP,Ativa
1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Universidade,Belo Horizonte,MG,Ativa
18165,Fundação Universidade Virtual do Estado de São Paulo,UNIVESP,Universidade,São Paulo,SP,Ativa
23028,Escola de Sargentos das Armas,ESA,Faculdade,Três Corações,MG,Ativa
2594,FACULDADE TEOLÓGICA BATISTA ANA WOLLERMAN,FTBAW,Faculdade,Dourados,MS,Extinta
1075,CENTRO UNIVERSITÁRIO - UNIESP,UNIESP,Centro Universitário,Cabedelo,PB,Ativa
18149,FACULDADE CESUMAR DE MARINGÁ,FAC-CESUMAR,Faculdade,Maringá,PR,Extinta
4100,FACULDADE DE TECNOLOGIA SENAI ÍTALO BOLOGNA,FATECIB,Faculdade,Goiânia,GO,Ativa
17558,Faculdade Santo André,FASA,Faculdade,Vilhena,RO,Ativa
1711,FACULDADE DE PRESIDENTE PRUDENTE,FAPEPE,Faculdade,Presidente Prudente,SP,Ativa
1220,INSTITUTO MATÃO DE ENSINO SUPERIOR,IMES,Faculdade,Matão,SP,Extinta
852,FIAP - Centro Universitário,null,Centro Universitário,São Paulo,SP,Ativa
1721,FACULDADE DE VIÇOSA,FDV,Faculdade,Viçosa,MG,Ativa
22191,Faculdade Estácio de Jaraguá do Sul,Estácio Jaraguá,Faculdade,Jaraguá do Sul,SC,Ativa
3803,FACULDADE DE JAÚ,null,Faculdade,Jaú,SP,Extinta
18,UNIVERSIDADE CATÓLICA DE PELOTAS,UCPEL,Universidade,Pelotas,RS,Ativa
21503,COLÉGIO PEDRO II,CP II,"Instituto Federal de Educação, Ciência e Tecnologia",Rio de Janeiro,RJ,Ativa
1726,CENTRO UNIVERSITÁRIO SANTA AMÉLIA,SECAL,Centro Universitário,Ponta Grossa,PR,Ativa
22605,Faculdade Alvorada de Saúde,,Faculdade,São Paulo,SP,Ativa
1646,FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PARAÍSO,FECIPAR,Faculdade,Paraíso do Tocantins,TO,Ativa
4411,CENTRO UNIVERSITÁRIO ESTÁCIO DE JI-PARANÁ,ESTÁCIO UNIJIPA,Centro Universitário,Ji-Paraná,RO,Ativa
24268,Faculdade UNINORTE Marabá,Uninorte Marabá,Faculdade,Marabá,PA,Ativa
15500,Faculdade Lusocapixaba,FLC,Faculdade,Cariacica,ES,Extinta
14715,Centro Universitário Piaget,UniPiaget,Centro Universitário,Suzano,SP,Ativa
14183,Faculdade Presidente Antônio Carlos de São João Del Rei,FUNEES SJDR,Faculdade,São João del Rei,MG,Extinta
21418,Escola de Aperfeiçoamento de Oficiais,EsAO,Instituição Especialmente Credenciada para oferta de cursos lato sensu,Rio de Janeiro,RJ,Ativa
14159,Faculdade Presidente Antônio Carlos de Carmo do Paranaíba,FUNEES C. Paranaíba,Faculdade,Carmo do Paranaíba,MG,Extinta
3644,FACULDADE CATÓLICA SANTA TERESINHA,FCST,Faculdade,Caicó,RN,Ativa
4066,FACULDADE BATISTA DO ESTADO DO RIO DE JANEIRO - FABERJ,FABERJ,Faculdade,Campos dos Goytacazes,RJ,Ativa
22787,FACULDADE DE TECNOLOGIA E CIÊNCIAS - FTC CAMAÇARI,FTC CAMAÇARI,Faculdade,Camaçari,BA,Ativa
880,FACULDADE DE CIÊNCIAS E TECNOLOGIA DO PARANÁ,FACET-PR,Faculdade,Curitiba,PR,Extinta
4810,FACULDADE ANTÔNIO MENEGHETTI,AMF,Faculdade,Restinga Seca,RS,Ativa
23703,Faculdade de Penedo,FAC-PENEDO,Faculdade,Penedo,AL,Ativa
22075,FACULDADE VALE DO PAJEU,FVP,Faculdade,São José do Egito,PE,Ativa
2352,INSTITUTO DE EDUCAÇÃO SUPERIOR PIO XII,PIO XII,Faculdade,Cariacica,ES,Ativa
1519,CENTRO UNIVERSITÁRIO DE PATO BRANCO,UNIDEP,Centro Universitário,Pato Branco,PR,Ativa
2784,FACULDADE FAE BLUMENAU,null,Faculdade,Blumenau,SC,Extinta
1296,ESCOLA SUPERIOR DE MARKETING,ESM,Faculdade,Recife,PE,Ativa
17701,FAP-FACULDADE DE PINHEIROS,FAP,Faculdade,Pinheiros,ES,Extinta
21420,Escola de Inteligência Militar do Exército,EsIMEx,Instituição Especialmente Credenciada para oferta de cursos lato sensu,Brasília,DF,Ativa
19883,Faculdade Sul Paulista de Itanhaém,FASUPI,Faculdade,Itanhaém,SP,Ativa
1936,CENTRO UNIVERSITÁRIO LA SALLE,UNILASALLE - LUCAS,Centro Universitário,Lucas do Rio Verde,MT,Ativa
3631,FACULDADE DAMAS DA INSTRUÇÃO CRISTÃ,FADIC,Faculdade,Recife,PE,Ativa
17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Universidade,Uberlândia,MG,Ativa
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,Centro Universitário,Recife,PE,Ativa
1910,FACULDADE UNINASSAU LAURO DE FREITAS,null,Faculdade,Lauro de Freitas,BA,Ativa
22716,FACULDADE PITÁGORAS DE PENÁPOLIS,,Faculdade,Penápolis,SP,Ativa
22713,FACULDADE DO OESTE POTIGUAR,FAOP,Faculdade,São Miguel,RN,Ativa
575,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Universidade,Belo Horizonte,MG,Ativa
18115,Faculdade Estácio de Goiânia,Estácio Goiânia,Faculdade,Goiânia,GO,Extinta
14245,Faculdade Presidente Antônio Carlos de Campina Verde,,Faculdade,Campina Verde,MG,Extinta
1745,Faculdade Interativa de São Paulo,FAISP,Faculdade,São Paulo,SP,Ativa
4261,Faculdade CMB,CMB,Faculdade,Porto Alegre,RS,Ativa
518,CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL,UDF,Centro Universitário,Brasília,DF,Ativa
16602,FACULDADE DE EDUCAÇÃO ELIÂ,FACEEL,Faculdade,Tailândia,PA,Ativa
3875,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ,UNIFEG,Centro Universitário,Guaxupé,MG,Ativa
671,UNIVERSIDADE ANHANGUERA,UNIDERP,Universidade,Campo Grande,MS,Ativa
3223,ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE,ESCS,Faculdade,Brasília,DF,Ativa
19287,Faculdade do Centro Maranhense,FCMA,Faculdade,Barra do Corda,MA,Ativa
24383,FACULDADE NACIONAL DE NATUROPATIA  ADMINISTRAÇÃO E PEDAGOGIA,FANNAP,Faculdade,Novo Hamburgo,RS,Ativa
24326,FACULDADE ESSA EDUCACAO PROFISSIONAL,UNIESSA,Faculdade,São Paulo,SP,Ativa
2908,CENTRO UNIVERSITÁRIO NATALENSE,UNICEUNA,Centro Universitário,Natal,RN,Ativa
2012,INSTITUTO SUPERIOR DE EDUCAÇÃO DE PESQUEIRA,ISEP,Faculdade,Pesqueira,PE,Extinta
14156,Faculdade Presidente Antônio Carlos de Teófilo Otoni,null,Faculdade,Teófilo Otoni,MG,Ativa
21906,Faculdade Metropolitana do Ceará,FAMEC,Faculdade,Fortaleza,CE,Ativa
661,FACULDADE PIO DÉCIMO,FPD,Faculdade,Aracaju,SE,Ativa
1573,CENTRO UNIVERSITÁRIO ALFREDO NASSER,UNIFAN,Centro Universitário,Aparecida de Goiânia,GO,Ativa
15508,Centro de Ensino Unificado do Piauí,CEUPI,Faculdade,Teresina,PI,Ativa
1113,CENTRO UNIVERSITÁRIO EURO-AMERICANO,UNIEURO,Centro Universitário,Brasília,DF,Ativa
19956,FACULDADE UNIRB JOÃO PESSOA,F.UNIRB,Faculdade,João Pessoa,PB,Ativa
2356,FACULDADE PAN AMERICANA,FPA,Faculdade,Capanema,PA,Ativa
14124,Faculdade Presidente Antônio Carlos de Buritis,FUNEES Buritis,Faculdade,Buritis,MG,Extinta
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,Centro Universitário,Recife,PE,Ativa
13717,FACULDADES DO VALE DO ARARANGUA - FVA,FVA,Faculdade,Araranguá,SC,Ativa
14321,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE FORTALEZA,UNINASSAU FORTALEZA,Centro Universitário,Fortaleza,CE,Ativa
21869,Faculdade Rachel de Queiroz,FAQ,Faculdade,Ponta Grossa,PR,Ativa
515,Centro Universitário Anhanguera Pitágoras Unopar de Niterói,UNIAN-RJ,Centro Universitário,Niterói,RJ,Ativa
17886,Faculdade de Educação Sul do Piauí,,Faculdade,São João do Piauí,PI,Ativa
441,UNIVERSIDADE DO CONTESTADO,UNC,Universidade,Mafra,SC,Ativa
1938,FACULDADE DE UMUARAMA,null,Faculdade,Umuarama,PR,Extinta
2927,FACULDADE DE BELO HORIZONTE,FDR,Faculdade,Belo Horizonte,MG,Ativa
24553,FACULDADE VINCIT,VINCIT,Faculdade,Maringá,PR,Ativa
17499,FACULDADE VIDAL,FAVILI,Faculdade,Limoeiro do Norte,CE,Ativa
22771,FACULDADE CRISTO REI,FACCREI,Faculdade,Cornélio Procópio,PR,Ativa
1013,FACULDADE SUDOESTE PAULISTANO,FASUP,Faculdade,São Paulo,SP,Extinta
23875,Faculdade Instituto de Ensino Superior,FACIES,Faculdade,Goiânia,GO,Ativa
19783,FACULDADE ANHANGUERA DE PARAGOMINAS,FPP,Faculdade,Paragominas,PA,Ativa
3428,FACULDADE ALFA AMÉRICA,null,Faculdade,Praia Grande,SP,Ativa
20052,Faculdade ABC de Goiânia,FABC,Faculdade,Goiânia,GO,Ativa
1373,FACULDADE CASA BRANCA,FACAB,Faculdade,Casa Branca,SP,Ativa
14225,Faculdade Presidente Antônio Carlos de Felixlândia,FUNEES,Faculdade,Felixlândia,MG,Extinta
18062,Faculdade Marechal Rondon,,Faculdade,Vilhena,RO,Ativa
15585,Faculdade de Tecnologia Santo André,FATEC-SA,Faculdade,Santo André,SP,Ativa
1903,FACULDADE CRISTO REI,FACCREI,Faculdade,Cornélio Procópio,PR,Ativa
1830,FACULDADE ANHANGUERA DE PASSO FUNDO,,Faculdade,Passo Fundo,RS,Ativa
57,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Universidade,Maringá,PR,Ativa
14117,Faculdade Presidente Antônio Carlos de Piranguinho,FUNEES Piranguinho,Faculdade,Piranguinho,MG,Extinta
13728,FACULDADE DOS CARAJÁS,null,Faculdade,Marabá,PA,Ativa
2591,EPGE Escola Brasileira de Economia e Finanças,FGV EPGE,Faculdade,Rio de Janeiro,RJ,Ativa
22422,Fundação Dom Cabral,,Instituição Especialmente Credenciada para oferta de cursos lato sensu,Nova Lima,MG,Ativa
4026,FACULDADE DE TECNOLOGIA ZONA LESTE,FATEC-ZL,Faculdade,São Paulo,SP,Ativa
1890,FACULDADE INTEGRADA DE GOIÁS,FIG,Faculdade,Goiânia,GO,Extinta
21897,FACULDADE MAURÍCIO DE NASSAU DE PONTA GROSSA,FMN PONTAGROSSA,Faculdade,Ponta Grossa,PR,Extinta
17614,ESCOLA DA ADVOCACIA-GERAL DA UNIÃO,EAGU,Escola de Governo,Brasília,DF,Ativa
23229,Faculdade Alfredo Nasser de Pontalina,,Faculdade,Pontalina,GO,Ativa
11817,FACULDADE DO POVO,FAP,Faculdade,São Paulo,SP,Extinta
3823,INSTITUTO DE EDUCAÇÃO SUPERIOR DE POUSO ALEGRE,null,Faculdade,Pouso Alegre,MG,Ativa
131,Faculdade de Tecnologia do Brasil,FAT Brasil,Faculdade,Barra Bonita,SP,Ativa
23948,Faculdades Famep -  Unidade Uruçui - PI,FAMEP,Faculdade,Uruçuí,PI,Ativa
3940,FACULDADE DE ENSINO SUPERIOR SANTA BARBARA,FAESB,Faculdade,Tatuí,SP,Ativa
21437,Escola de Saúde do Exército,EsSEx,Instituição Especialmente Credenciada para oferta de cursos lato sensu,Rio de Janeiro,RJ,Extinta
22433,Faculdades FAMEP Unidade Parnaíba - PI,FAMEP,Faculdade,Parnaíba,PI,Ativa
1619,FACULDADE DE OLÍMPIA,null,Faculdade,Olímpia,SP,Ativa
550,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,Universidade,Campina Grande,PB,Ativa
17803,Faculdade Estácio de Rio Preto,Estácio Rio Preto,Faculdade,São José do Rio Preto,SP,Ativa
21956,FACULDADE METROPOLITANA DE PALHOÇA,FAMEPALHOÇA,Faculdade,Palhoça,SC,Ativa
1564,FACULDADE SUL FLUMINENSE,FASF,Faculdade,Volta Redonda,RJ,Ativa
2104,FACULDADE DE TEOLOGIA DE HOKEMÃH,FATEH,Faculdade,Vitória do Mearim,MA,Extinta
715,FAE CENTRO UNIVERSITÁRIO,null,Centro Universitário,Curitiba,PR,Ativa
319,UNIVERSIDADE BRASIL,UB,Universidade,São Paulo,SP,Ativa
38,UNIVERSIDADE DO ESTADO DO PARÁ,UEPA,Universidade,Belém,PA,Ativa
4772,FACULDADE BI SOCIAL QUARESMA,null,Faculdade,Jundiaí,SP,Extinta
19357,Faculdade Afonso Schmidt,FAS,Faculdade,Cubatão,SP,Extinta
4700,FACULDADE NOVA ROMA,FNR,Faculdade,Recife,PE,Ativa
1904,FACULDADE SÃO CAMILO,FASC,Faculdade,Rio de Janeiro,RJ,Ativa
